structure_nom;lat;lng
Bordeaux;44.8395235051364;-0.650877105990451
Conseil departemental du Val de Marne 94;48.77671;2.4566629
Jardin des Plantes de Montpellier;43.6141845856484;3.87182123428762
Mairie de Grenoble;45.1841229421867;5.73316802554447
Mairie de Nanterre;48.8852824753162;2.20707309671604
Mairie de Nantes;47.2362576203299;-1.55344025685771
Ville du Havre;49.5131903418023;0.141759473541426
